,Unnamed: 0,Segment,City,State,Postal Code,Region,Category,Sub-Category,Quantity,Discount,Profit,Order Date,Ship Date,Sales,Product Name,geocode,latitude,longitude
6236,6305,Consumer,Philadelphia,Pennsylvania,19143,East,Technology,Phones,2,0.4,-76.9972,2018-10-21,2018-10-28,329.988,Mitel MiVoice 5330e IP Phone,"Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
6237,6306,Consumer,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,3,0.2,-4.461,2018-10-21,2018-10-28,71.376,Acco Perma 2700 Stacking Storage Drawers,"Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
6238,6307,Consumer,Columbus,Indiana,47201,Central,Office Supplies,Paper,7,0.0,28.6965,2016-11-13,2016-11-17,63.77,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""","Columbus, Franklin County, Ohio, United States",39.9622601,-83.0007065
6239,6308,Consumer,Columbus,Indiana,47201,Central,Technology,Phones,3,0.0,13.2522,2016-11-13,2016-11-17,50.97,Spigen Samsung Galaxy S5 Case Wallet,"Columbus, Franklin County, Ohio, United States",39.9622601,-83.0007065
6240,6309,Consumer,Columbus,Indiana,47201,Central,Office Supplies,Paper,2,0.0,46.1184,2016-11-13,2016-11-17,96.08,Xerox 1910,"Columbus, Franklin County, Ohio, United States",39.9622601,-83.0007065
6241,6310,Consumer,Evanston,Illinois,60201,Central,Technology,Copiers,4,0.2,485.9892,2016-04-16,2016-04-20,1439.968,Canon PC940 Copier,"Evanston, Evanston Township, Cook County, Illinois, United States",42.0447388,-87.6930459
6242,6311,Consumer,Evanston,Illinois,60201,Central,Technology,Accessories,3,0.2,-4.9005,2016-04-16,2016-04-20,43.56,Logitech Keyboard K120,"Evanston, Evanston Township, Cook County, Illinois, United States",42.0447388,-87.6930459
6243,6312,Consumer,Apple Valley,California,92307,West,Furniture,Chairs,5,0.2,7.049,2017-12-16,2017-12-23,563.92,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,"Apple Valley, Dakota County, Minnesota, 55124, United States",44.7319094,-93.21772
6244,6313,Consumer,Columbus,Ohio,43229,East,Technology,Phones,8,0.4,-47.0304,2017-10-21,2017-10-27,235.152,Panasonic KX TS208W Corded phone,"Columbus, Franklin County, Ohio, United States",39.9622601,-83.0007065
6245,6314,Home Office,Marion,Ohio,43302,East,Furniture,Furnishings,2,0.2,1.7352,2018-01-12,2018-03-12,7.712,Magna Visual Magnetic Picture Hangers,"Marion County, Texas, 75657, United States",32.7931661,-94.344488
6246,6315,Consumer,Houston,Texas,77095,Central,Office Supplies,Paper,7,0.2,15.9425,2017-10-20,2017-10-24,51.016,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""","Houston, Harris County, Texas, United States",29.7589382,-95.3676974
6247,6316,Consumer,Houston,Texas,77095,Central,Office Supplies,Fasteners,4,0.2,7.89,2017-10-20,2017-10-24,25.248,Staples,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974
6248,6317,Consumer,Houston,Texas,77095,Central,Furniture,Chairs,1,0.3,-14.5764,2017-10-20,2017-10-24,56.686,Office Star - Ergonomically Designed Knee Chair,"Houston, Harris County, Texas, United States",29.7589382,-95.3676974
6249,6318,Corporate,Marion,Ohio,43302,East,Office Supplies,Storage,2,0.2,-6.396,2018-09-29,2018-03-10,51.168,Fellowes Bankers Box Stor/Drawer Steel Plus,"Marion County, Texas, 75657, United States",32.7931661,-94.344488
6250,6319,Corporate,Seattle,Washington,98103,West,Office Supplies,Binders,9,0.2,942.8157,2018-08-18,2018-08-25,2793.528,Fellowes PB300 Plastic Comb Binding Machine,"Seattle, King County, Washington, United States",47.6038321,-122.330062
6251,6320,Corporate,Seattle,Washington,98103,West,Office Supplies,Storage,7,0.0,290.0058,2018-08-18,2018-08-25,1000.02,Letter Size Cart,"Seattle, King County, Washington, United States",47.6038321,-122.330062
6252,6321,Corporate,Seattle,Washington,98103,West,Furniture,Furnishings,3,0.0,22.4196,2018-08-18,2018-08-25,65.94,"Contract Clock, 14"", Brown","Seattle, King County, Washington, United States",47.6038321,-122.330062
6253,6322,Consumer,Longview,Washington,98632,West,Office Supplies,Fasteners,3,0.0,9.12,2018-12-11,2018-11-16,18.24,Staples,"Longview, Gregg County, Texas, United States",32.5007031,-94.74049
6254,6323,Consumer,Longview,Washington,98632,West,Office Supplies,Appliances,2,0.0,22.0748,2018-12-11,2018-11-16,76.12,Fellowes Superior 10 Outlet Split Surge Protector,"Longview, Gregg County, Texas, United States",32.5007031,-94.74049
6255,6324,Consumer,Redondo Beach,California,90278,West,Office Supplies,Envelopes,1,0.0,3.7436,2015-11-10,2015-10-15,7.64,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes","Redondo Beach, Los Angeles County, California, 90278, United States",33.8455911,-118.3886766
6256,6325,Corporate,New York City,New York,10035,East,Furniture,Furnishings,3,0.0,27.9456,2016-11-28,2016-03-12,68.16,"Executive Impressions 14"" Two-Color Numerals Wall Clock","City of New York, New York, United States",40.7127281,-74.0060152
6257,6326,Corporate,New York City,New York,10035,East,Office Supplies,Envelopes,8,0.0,29.2528,2016-11-28,2016-03-12,62.24,Staple envelope,"City of New York, New York, United States",40.7127281,-74.0060152
6258,6327,Consumer,Louisville,Kentucky,40214,South,Technology,Phones,3,0.0,0.2997,2016-07-27,2016-02-08,29.97,Mediabridge Sport Armband iPhone 5s,"Louisville, Jefferson County, Kentucky, United States",38.2542376,-85.759407
6259,6328,Consumer,Trenton,Michigan,48183,Central,Technology,Phones,6,0.0,35.196,2017-10-20,2017-10-26,125.7,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4","Trenton, Mercer County, New Jersey, United States",40.2205944,-74.7597219
6260,6329,Consumer,Trenton,Michigan,48183,Central,Technology,Phones,2,0.0,51.8346,2017-10-20,2017-10-26,191.98,Pyle PMP37LED,"Trenton, Mercer County, New Jersey, United States",40.2205944,-74.7597219
6261,6330,Consumer,Trenton,Michigan,48183,Central,Office Supplies,Storage,7,0.0,1.4602,2017-10-20,2017-10-26,20.86,Woodgrain Magazine Files by Perma,"Trenton, Mercer County, New Jersey, United States",40.2205944,-74.7597219
6262,6331,Consumer,Los Angeles,California,90045,West,Office Supplies,Labels,9,0.0,26.082,2018-09-14,2018-09-18,56.7,Avery 48,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
6263,6332,Consumer,Hendersonville,Tennessee,37075,South,Furniture,Furnishings,4,0.2,19.0848,2018-12-23,2018-12-27,72.704,"Executive Impressions 14"" Two-Color Numerals Wall Clock","Hendersonville, Henderson County, North Carolina, 28738, United States",35.3187279,-82.4609528
6264,6333,Consumer,Hendersonville,Tennessee,37075,South,Office Supplies,Art,7,0.2,1.0731,2018-12-23,2018-12-27,12.264,Pencil and Crayon Sharpener,"Hendersonville, Henderson County, North Carolina, 28738, United States",35.3187279,-82.4609528
6265,6334,Consumer,Hendersonville,Tennessee,37075,South,Office Supplies,Storage,3,0.2,-54.588,2018-12-23,2018-12-27,218.352,Safco Industrial Wire Shelving System,"Hendersonville, Henderson County, North Carolina, 28738, United States",35.3187279,-82.4609528
6266,6335,Consumer,Portland,Oregon,97206,West,Furniture,Bookcases,1,0.7,-103.8606,2016-05-10,2016-09-10,66.294,"Bush Cubix Collection Bookcases, Fully Assembled","Portland, Multnomah County, Oregon, United States",45.5202471,-122.674194
6267,6336,Consumer,Portland,Oregon,97206,West,Furniture,Chairs,4,0.2,-14.5584,2016-05-10,2016-09-10,291.168,Global Highback Leather Tilter in Burgundy,"Portland, Multnomah County, Oregon, United States",45.5202471,-122.674194
6268,6337,Consumer,Irving,Texas,75061,Central,Technology,Phones,3,0.2,7.7679,2015-02-11,2015-07-11,88.776,"Logitech B530 USB Headset - headset - Full size, Binaural","Irving, Dallas County, Texas, United States",32.8295183,-96.9442177
6269,6338,Home Office,Cleveland,Ohio,44105,East,Technology,Phones,4,0.4,-20.2356,2017-01-22,2017-01-27,110.376,Panasonic Kx-TS550,"Cleveland, Cuyahoga County, Ohio, United States",41.4996574,-81.6936772
6270,6339,Home Office,Cleveland,Ohio,44105,East,Technology,Accessories,3,0.2,15.8631,2017-01-22,2017-01-27,55.176,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack","Cleveland, Cuyahoga County, Ohio, United States",41.4996574,-81.6936772
6271,6340,Consumer,Waterloo,Iowa,50701,Central,Office Supplies,Art,4,0.0,11.8248,2018-11-07,2018-07-17,30.32,Staples in misc. colors,"Waterloo, Black Hawk County, Iowa, United States",42.498275,-92.3328743
6272,6341,Consumer,Seattle,Washington,98105,West,Furniture,Chairs,2,0.2,8.8784,2018-11-09,2018-11-09,177.568,Office Star - Contemporary Task Swivel Chair,"Seattle, King County, Washington, United States",47.6038321,-122.330062
6273,6342,Consumer,Seattle,Washington,98105,West,Office Supplies,Paper,3,0.0,9.3312,2018-11-09,2018-11-09,19.44,Xerox 225,"Seattle, King County, Washington, United States",47.6038321,-122.330062
6274,6343,Consumer,Seattle,Washington,98105,West,Office Supplies,Paper,11,0.0,34.2144,2018-11-09,2018-11-09,71.28,Xerox 1894,"Seattle, King County, Washington, United States",47.6038321,-122.330062
6275,6344,Consumer,Seattle,Washington,98105,West,Office Supplies,Binders,5,0.2,459.9875,2018-11-09,2018-11-09,1471.96,Ibico Ibimaster 300 Manual Binding System,"Seattle, King County, Washington, United States",47.6038321,-122.330062
6276,6345,Consumer,Seattle,Washington,98105,West,Technology,Phones,5,0.2,-17.991,2018-11-09,2018-11-09,79.96,iOttie XL Car Mount,"Seattle, King County, Washington, United States",47.6038321,-122.330062
6277,6346,Corporate,Philadelphia,Pennsylvania,19120,East,Office Supplies,Envelopes,3,0.2,21.591,2017-02-23,2017-02-27,57.576,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13","Philadelphia, Philadelphia County, Pennsylvania, United States",39.9527237,-75.1635262
6278,6347,Consumer,New York City,New York,10009,East,Office Supplies,Binders,4,0.2,9.2176,2017-01-22,2017-01-29,26.336,Wilson Jones data.warehouse D-Ring Binders with DublLock,"City of New York, New York, United States",40.7127281,-74.0060152
6279,6348,Consumer,San Jose,California,95123,West,Furniture,Furnishings,3,0.0,21.645,2016-12-12,2016-12-16,166.5,Eldon Cleatmat Chair Mats for Medium Pile Carpets,"San Jose, Santa Clara County, CAL Fire Northern Region, California, United States",37.3361663,-121.890591
6280,6349,Consumer,San Jose,California,95123,West,Office Supplies,Storage,2,0.0,93.6988,2016-12-12,2016-12-16,360.38,Standard Rollaway File with Lock,"San Jose, Santa Clara County, CAL Fire Northern Region, California, United States",37.3361663,-121.890591
6281,6350,Consumer,Los Angeles,California,90008,West,Office Supplies,Binders,1,0.2,3.8168,2017-10-29,2017-01-11,11.744,"XtraLife ClearVue Slant-D Ring Binder, White, 3""","Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
6282,6351,Corporate,Concord,New Hampshire,3301,East,Furniture,Furnishings,8,0.0,101.4504,2018-05-28,2018-05-31,247.44,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2","Concord, Merrimack County, New Hampshire, United States",43.207178,-71.537476
6283,6352,Home Office,Columbia,Tennessee,38401,South,Office Supplies,Binders,2,0.7,-14.592,2015-12-21,2015-12-28,18.24,Ibico Plastic Spiral Binding Combs,Colombia,4.099917,-72.9088133
6284,6353,Home Office,Bellevue,Washington,98006,West,Office Supplies,Supplies,3,0.0,7.605,2017-11-24,2017-11-28,25.35,"Elite 5"" Scissors","Bellevue, King County, Washington, United States",47.6144219,-122.192337
6285,6354,Home Office,Seattle,Washington,98105,West,Office Supplies,Art,6,0.0,30.9504,2016-11-20,2016-11-25,119.04,Newell 334,"Seattle, King County, Washington, United States",47.6038321,-122.330062
6286,6355,Home Office,Seattle,Washington,98105,West,Furniture,Furnishings,3,0.0,6.4206,2016-11-20,2016-11-25,22.14,"Eldon Expressions Wood Desk Accessories, Oak","Seattle, King County, Washington, United States",47.6038321,-122.330062
6287,6356,Home Office,Seattle,Washington,98105,West,Furniture,Furnishings,3,0.0,6.4206,2018-03-21,2018-03-25,22.14,"Eldon Expressions Wood Desk Accessories, Oak","Seattle, King County, Washington, United States",47.6038321,-122.330062
6288,6359,Home Office,Seattle,Washington,98105,West,Technology,Accessories,2,0.0,6.0114,2016-11-20,2016-11-25,13.98,AmazonBasics 3-Button USB Wired Mouse,"Seattle, King County, Washington, United States",47.6038321,-122.330062
6289,6360,Consumer,Columbus,Indiana,47201,Central,Office Supplies,Binders,1,0.0,19.9686,2018-05-29,2018-04-06,43.41,Satellite Sectional Post Binders,"Columbus, Franklin County, Ohio, United States",39.9622601,-83.0007065
6290,6361,Consumer,Columbus,Indiana,47201,Central,Furniture,Furnishings,3,0.0,2.6208,2018-05-29,2018-04-06,6.24,Eldon Wave Desk Accessories,"Columbus, Franklin County, Ohio, United States",39.9622601,-83.0007065
6291,6362,Consumer,Columbus,Indiana,47201,Central,Office Supplies,Appliances,2,0.0,120.9416,2018-05-29,2018-04-06,465.16,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,"Columbus, Franklin County, Ohio, United States",39.9622601,-83.0007065
6292,6363,Consumer,Columbus,Indiana,47201,Central,Office Supplies,Paper,1,0.0,3.99,2018-05-29,2018-04-06,7.98,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book","Columbus, Franklin County, Ohio, United States",39.9622601,-83.0007065
6293,6364,Consumer,Chicago,Illinois,60623,Central,Office Supplies,Appliances,1,0.8,-6.3441,2015-02-12,2015-04-12,2.394,Staple holder,"Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
6294,6365,Home Office,Marietta,Georgia,30062,South,Office Supplies,Paper,9,0.0,27.9936,2015-07-04,2015-07-04,58.32,Xerox 226,"Marietta, Cobb County, Georgia, United States",33.9528472,-84.5496148
6295,6366,Home Office,Marietta,Georgia,30062,South,Technology,Phones,3,0.0,50.2425,2015-07-04,2015-07-04,200.97,RCA Visys Integrated PBX 8-Line Router,"Marietta, Cobb County, Georgia, United States",33.9528472,-84.5496148
6296,6367,Corporate,Montgomery,Alabama,36116,South,Furniture,Furnishings,8,0.0,8.1168,2016-08-09,2016-09-14,21.36,Acrylic Self-Standing Desk Frames,"Montgomery, Montgomery County, Alabama, United States",32.3669656,-86.3006485
6297,6368,Corporate,Plano,Texas,75023,Central,Office Supplies,Labels,4,0.2,3.4496,2018-09-09,2018-09-15,9.856,Avery 511,"Plano, Collin County, Texas, United States",33.0136764,-96.6925096
6298,6369,Home Office,Tamarac,Florida,33319,South,Office Supplies,Binders,1,0.7,-2.5256,2016-06-09,2016-08-09,3.444,GBC Plasticlear Binding Covers,"Tamarac, Broward County, Florida, United States",26.2128609,-80.2497707
6299,6370,Corporate,Columbus,Ohio,43229,East,Office Supplies,Supplies,2,0.2,-81.7258,2018-02-11,2018-06-11,384.592,Premier Automatic Letter Opener,"Columbus, Franklin County, Ohio, United States",39.9622601,-83.0007065
6300,6371,Consumer,New York City,New York,10009,East,Office Supplies,Envelopes,3,0.0,11.2308,2016-03-28,2016-03-30,22.92,Security-Tint Envelopes,"City of New York, New York, United States",40.7127281,-74.0060152
6301,6372,Consumer,Richmond,Indiana,47374,Central,Office Supplies,Binders,4,0.0,5.5664,2016-08-13,2016-08-17,11.36,Avery Round Ring Poly Binders,"Richmond, Virginia, United States",37.5385087,-77.43428
6302,6373,Consumer,Seattle,Washington,98115,West,Office Supplies,Binders,3,0.2,4.9248,2016-12-05,2016-05-18,14.592,Prestige Round Ring Binders,"Seattle, King County, Washington, United States",47.6038321,-122.330062
6303,6374,Corporate,Long Beach,New York,11561,East,Office Supplies,Labels,4,0.0,19.872,2018-07-23,2018-07-27,41.4,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""","Long Beach, Los Angeles County, CAL Fire Southern Region, California, United States",33.7690164,-118.191604
6304,6375,Corporate,Rockford,Illinois,61107,Central,Office Supplies,Binders,7,0.8,-729.9138,2017-09-24,2017-09-26,442.372,GBC ProClick 150 Presentation Binding System,"Rockford, Rockford Township, Winnebago County, Illinois, United States",42.2713945,-89.093966
6305,6376,Corporate,Columbus,Georgia,31907,South,Office Supplies,Binders,3,0.0,15.525,2018-05-05,2018-10-05,34.5,Ibico Covers for Plastic or Wire Binding Elements,"Columbus, Franklin County, Ohio, United States",39.9622601,-83.0007065
6306,6377,Consumer,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,5,0.0,14.425,2017-06-10,2017-06-10,28.85,Avery Binding System Hidden Tab Executive Style Index Sets,"Tulsa, Tulsa County, Oklahoma, United States",36.1563122,-95.9927436
6307,6378,Consumer,Nashville,Tennessee,37211,South,Office Supplies,Paper,2,0.2,1.1772,2015-03-11,2015-08-11,3.488,"Ampad Evidence Wirebond Steno Books, 6"" x 9""","Nashville-Davidson, Davidson County, Tennessee, United States",36.1622767,-86.7742984
6308,6379,Consumer,Nashville,Tennessee,37211,South,Office Supplies,Paper,9,0.2,48.5514,2015-03-11,2015-08-11,143.856,Xerox 1884,"Nashville-Davidson, Davidson County, Tennessee, United States",36.1622767,-86.7742984
6309,6380,Home Office,Cambridge,Massachusetts,2138,East,Technology,Phones,2,0.0,93.594,2016-01-10,2016-04-10,311.98,Cisco SPA301,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom",52.197584649999996,0.13915373736874398
6310,6381,Home Office,Cambridge,Massachusetts,2138,East,Office Supplies,Binders,5,0.0,10.327,2016-01-10,2016-04-10,22.45,Avery Non-Stick Binders,"Cambridge, Cambridgeshire, Cambridgeshire and Peterborough, England, United Kingdom",52.197584649999996,0.13915373736874398
6311,6382,Corporate,Oakland,California,94601,West,Technology,Phones,1,0.2,-7.9984,2018-02-12,2018-06-12,39.992,Anker Astro 15000mAh USB Portable Charger,"Oakland, Alameda County, CAL Fire Northern Region, California, United States",37.8044557,-122.271356
6312,6383,Corporate,Oakland,California,94601,West,Furniture,Chairs,9,0.2,43.4646,2018-02-12,2018-06-12,1159.056,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,"Oakland, Alameda County, CAL Fire Northern Region, California, United States",37.8044557,-122.271356
6313,6384,Corporate,Oakland,California,94601,West,Office Supplies,Art,5,0.0,44.975,2018-02-12,2018-06-12,179.9,Panasonic KP-380BK Classic Electric Pencil Sharpener,"Oakland, Alameda County, CAL Fire Northern Region, California, United States",37.8044557,-122.271356
6314,6385,Corporate,Palatine,Illinois,60067,Central,Technology,Accessories,7,0.2,23.2624,2018-11-12,2018-12-12,116.312,Enermax Briskie RF Wireless Keyboard and Mouse Combo,"Palatine, Palatine Township, Cook County, Illinois, United States",42.1105779,-88.0336888
6315,6386,Consumer,Seattle,Washington,98105,West,Furniture,Furnishings,3,0.0,4.4712,2017-07-17,2017-07-22,12.42,Eldon Image Series Black Desk Accessories,"Seattle, King County, Washington, United States",47.6038321,-122.330062
6316,6387,Consumer,Seattle,Washington,98105,West,Technology,Accessories,3,0.0,89.964,2017-07-17,2017-07-22,428.4,First Data TMFD35 PIN Pad,"Seattle, King County, Washington, United States",47.6038321,-122.330062
6317,6388,Consumer,Seattle,Washington,98105,West,Furniture,Furnishings,5,0.0,10.89,2017-07-17,2017-07-22,24.75,"Eldon 300 Class Desk Accessories, Black","Seattle, King County, Washington, United States",47.6038321,-122.330062
6318,6389,Consumer,Seattle,Washington,98105,West,Office Supplies,Labels,7,0.0,41.2237,2017-07-17,2017-07-22,87.71,Round Specialty Laser Printer Labels,"Seattle, King County, Washington, United States",47.6038321,-122.330062
6319,6390,Consumer,Seattle,Washington,98105,West,Office Supplies,Storage,2,0.0,17.38,2017-07-17,2017-07-22,69.52,Home/Office Personal File Carts,"Seattle, King County, Washington, United States",47.6038321,-122.330062
6320,6391,Consumer,Seattle,Washington,98105,West,Technology,Phones,2,0.2,-4.6764,2017-07-17,2017-07-22,20.784,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,"Seattle, King County, Washington, United States",47.6038321,-122.330062
6321,6392,Consumer,Seattle,Washington,98105,West,Office Supplies,Binders,3,0.2,4.1652,2017-07-17,2017-07-22,12.816,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""","Seattle, King County, Washington, United States",47.6038321,-122.330062
6322,6393,Consumer,Cincinnati,Ohio,45231,East,Office Supplies,Labels,2,0.2,1.9926,2018-12-05,2018-05-16,5.904,Avery 501,"Cincinnati, Hamilton County, Ohio, United States",39.1014537,-84.5124602
6323,6394,Consumer,Marion,Ohio,43302,East,Furniture,Furnishings,2,0.2,9.5736,2016-11-20,2016-11-26,63.824,Ultra Commercial Grade Dual Valve Door Closer,"Marion County, Texas, 75657, United States",32.7931661,-94.344488
6324,6395,Consumer,Marion,Ohio,43302,East,Office Supplies,Storage,3,0.2,-26.541,2016-11-20,2016-11-26,141.552,"Belkin 19"" Center-Weighted Shelf, Gray","Marion County, Texas, 75657, United States",32.7931661,-94.344488
6325,6396,Corporate,Los Angeles,California,90049,West,Office Supplies,Envelopes,5,0.0,143.303,2017-09-24,2017-09-28,304.9,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box","Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
6326,6397,Corporate,Los Angeles,California,90049,West,Furniture,Chairs,5,0.2,56.324,2017-09-24,2017-09-28,563.24,Hon Olson Stacker Stools,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
6327,6398,Corporate,Lakewood,Ohio,44107,East,Furniture,Tables,2,0.4,-231.4116,2017-10-21,2017-10-26,661.176,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables","Lakewood, Jefferson County, Colorado, United States",39.7085736,-105.0846694
6328,6399,Home Office,Lebanon,Tennessee,37087,South,Technology,Phones,3,0.2,17.9982,2017-10-24,2017-10-31,239.976,Apple iPhone 5C,لبنان,33.8750629,35.843409
6329,6400,Corporate,San Francisco,California,94122,West,Furniture,Tables,3,0.2,-87.9354,2015-08-07,2015-12-07,502.488,Hon 2111 Invitation Series Corner Table,"San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
6330,6401,Corporate,San Francisco,California,94122,West,Office Supplies,Binders,6,0.2,68.8464,2015-08-07,2015-12-07,196.704,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue","San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
6331,6402,Home Office,Chico,California,95928,West,Furniture,Chairs,4,0.2,102.9528,2016-03-13,2016-03-18,915.136,Global Deluxe High-Back Manager's Chair,"Chico, Butte County, CAL Fire Northern Region, California, United States",39.7284945,-121.8374777
6332,6403,Home Office,Chico,California,95928,West,Furniture,Furnishings,8,0.0,91.7728,2016-03-13,2016-03-18,327.76,Dana Halogen Swing-Arm Architect Lamp,"Chico, Butte County, CAL Fire Northern Region, California, United States",39.7284945,-121.8374777
6333,6404,Consumer,Salem,Virginia,24153,South,Furniture,Chairs,2,0.0,168.4704,2018-02-12,2018-05-12,701.96,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,"Salem, Marion County, Oregon, United States",44.9391565,-123.033121
6334,6405,Consumer,Los Angeles,California,90008,West,Technology,Phones,3,0.2,7.7679,2016-04-22,2016-04-26,88.776,"Logitech B530 USB Headset - headset - Full size, Binaural","Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
6335,6406,Consumer,Los Angeles,California,90008,West,Office Supplies,Art,3,0.0,16.6764,2016-04-22,2016-04-26,64.14,Boston 1730 StandUp Electric Pencil Sharpener,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, United States",34.0536909,-118.242766
6336,6407,Corporate,New York City,New York,10024,East,Office Supplies,Binders,1,0.2,12.582,2015-09-16,2015-09-19,33.552,"Avery Trapezoid Extra Heavy Duty 4"" Binders","City of New York, New York, United States",40.7127281,-74.0060152
6337,6408,Corporate,Beverly,Massachusetts,1915,East,Office Supplies,Appliances,6,0.0,503.7822,2015-12-28,2016-01-01,1737.18,Hoover Upright Vacuum With Dirt Cup,"Beverly, Essex County, Massachusetts, United States",42.5584284,-70.8800491
6338,6409,Corporate,Beverly,Massachusetts,1915,East,Office Supplies,Storage,5,0.0,84.51,2015-12-28,2016-01-01,704.25,"Fellowes Strictly Business Drawer File, Letter/Legal Size","Beverly, Essex County, Massachusetts, United States",42.5584284,-70.8800491
6339,6410,Corporate,Beverly,Massachusetts,1915,East,Office Supplies,Paper,4,0.0,66.6272,2015-12-28,2016-01-01,141.76,Xerox 1906,"Beverly, Essex County, Massachusetts, United States",42.5584284,-70.8800491
6340,6411,Corporate,San Diego,California,92024,West,Office Supplies,Binders,3,0.2,12.2715,2015-10-21,2015-10-26,36.36,Plastic Binding Combs,"San Diego, San Diego County, California, United States",32.7174202,-117.1627728
6341,6412,Home Office,San Francisco,California,94109,West,Furniture,Furnishings,3,0.0,9.5571,2018-11-30,2018-03-12,25.83,Contemporary Borderless Frame,"San Francisco, CAL Fire Northern Region, California, United States",37.7790262,-122.419906
6342,6413,Consumer,Chicago,Illinois,60623,Central,Office Supplies,Binders,3,0.8,-38.1114,2015-06-06,2015-12-06,24.588,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets","Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
6343,6414,Consumer,Chicago,Illinois,60623,Central,Office Supplies,Envelopes,2,0.2,4.7196,2015-06-06,2015-12-06,13.984,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
6344,6415,Consumer,Dallas,Texas,75220,Central,Technology,Phones,5,0.2,19.596,2018-11-23,2018-11-27,195.96,Panasonic KX TS208W Corded phone,"Dallas, Dallas County, Texas, United States",32.7762719,-96.7968559
6345,6416,Home Office,Corpus Christi,Texas,78415,Central,Office Supplies,Paper,3,0.2,23.235,2018-06-18,2018-06-20,74.352,Xerox 1925,"Corpus Christi, Nueces County, Texas, United States",27.7635302,-97.4033191
6346,6417,Consumer,New York City,New York,10035,East,Office Supplies,Paper,1,0.0,3.2064,2018-05-05,2018-05-05,6.68,Xerox 1923,"City of New York, New York, United States",40.7127281,-74.0060152
6347,6418,Corporate,Eugene,Oregon,97405,West,Office Supplies,Supplies,7,0.2,-4.1762,2017-04-11,2017-06-11,17.584,Serrated Blade or Curved Handle Hand Letter Openers,"Eugene, Lane County, Oregon, United States",44.0505054,-123.0950506
6348,6419,Corporate,Eugene,Oregon,97405,West,Furniture,Chairs,1,0.2,-14.4078,2017-04-11,2017-06-11,104.784,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal","Eugene, Lane County, Oregon, United States",44.0505054,-123.0950506
6349,6420,Corporate,Eugene,Oregon,97405,West,Office Supplies,Paper,3,0.2,16.7832,2017-04-11,2017-06-11,47.952,Southworth 25% Cotton Premium Laser Paper and Envelopes,"Eugene, Lane County, Oregon, United States",44.0505054,-123.0950506
6350,6421,Corporate,Eugene,Oregon,97405,West,Furniture,Chairs,3,0.2,-97.5528,2017-04-11,2017-06-11,650.352,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,"Eugene, Lane County, Oregon, United States",44.0505054,-123.0950506
6351,6422,Corporate,Eugene,Oregon,97405,West,Office Supplies,Labels,8,0.2,228.0792,2017-04-11,2017-06-11,629.184,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box","Eugene, Lane County, Oregon, United States",44.0505054,-123.0950506
