,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,geocode,latitude,longitude
5431,Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,4.064,1,0.2,1.3716,"Lakewood, Cuyahoga County, Ohio, 44107, United States",41.48153029428571,-81.80125908551021
5432,Standard Class,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Binders,6.216,4,0.7,-4.9728,"Lakewood, Cuyahoga County, Ohio, 44107, United States",41.48153029428571,-81.80125908551021
5433,Standard Class,Consumer,United States,Chandler,Arizona,85224,West,Office Supplies,Art,8.896,4,0.2,0.6672,"Maricopa County, Arizona, 85224, United States",33.344844710659004,-111.87709614931445
5434,Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,1640.7,5,0.0,459.396,"Sandakan District, Sabah, 90008, Malaysia",5.8391525,118.1182786
5435,Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Accessories,270.0,3,0.0,97.2,"Sandakan District, Sabah, 90008, Malaysia",5.8391525,118.1182786
5436,First Class,Corporate,United States,Palm Coast,Florida,32137,South,Furniture,Furnishings,19.52,2,0.2,5.368,"Palm Coast, Flagler County, Florida, 32137, United States",29.576000028907924,-81.21980532537474
5437,First Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,9.81,5,0.7,-6.867,"Palm Coast, Flagler County, Florida, 32137, United States",29.576000028907924,-81.21980532537474
5438,First Class,Corporate,United States,Palm Coast,Florida,32137,South,Furniture,Furnishings,213.216,3,0.2,15.9912,"Palm Coast, Flagler County, Florida, 32137, United States",29.576000028907924,-81.21980532537474
5439,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,588.784,2,0.2,183.995,"Manhattan, New York County, City of New York, New York, 10035, United States",40.79525738643744,-73.94098895105061
5440,Second Class,Consumer,United States,Jupiter,Florida,33458,South,Office Supplies,Art,2.064,1,0.2,0.1548,"Jupiter, Palm Beach County, Florida, 33458, United States",26.930448579282867,-80.12567678911023
5441,Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,6.368,2,0.2,2.388,"Bayern, 85301, Deutschland",48.5119342,11.61463327382361
5442,Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,99.6,1,0.0,36.852,"Manhattan, New York County, City of New York, New York, 10035, United States",40.79525738643744,-73.94098895105061
5443,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,62.296,13,0.2,21.0249,"Manhattan, New York County, City of New York, New York, 10035, United States",40.79525738643744,-73.94098895105061
5444,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,10.71,3,0.0,2.7846,"Manhattan, New York County, City of New York, New York, 10035, United States",40.79525738643744,-73.94098895105061
5445,Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,20.936,1,0.2,7.0659,"Harris County, Texas, 77041, United States",29.85049697415144,-95.58816040352481
5446,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,33.0,6,0.0,8.25,"Manhattan, New York County, City of New York, New York, 10035, United States",40.79525738643744,-73.94098895105061
5447,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,249.95,5,0.0,87.4825,"Manhattan, New York County, City of New York, New York, 10035, United States",40.79525738643744,-73.94098895105061
5448,Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Supplies,357.93,3,0.0,7.1586,"Olathe, Johnson County, Kansas, 66062, United States",38.866850236537154,-94.77895188132243
5449,Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Technology,Accessories,57.4,5,0.0,10.906,"Olathe, Johnson County, Kansas, 66062, United States",38.866850236537154,-94.77895188132243
5450,Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Office Supplies,Binders,331.96,2,0.0,149.382,"Olathe, Johnson County, Kansas, 66062, United States",38.866850236537154,-94.77895188132243
5451,Standard Class,Home Office,United States,Olathe,Kansas,66062,Central,Furniture,Furnishings,40.56,2,0.0,12.9792,"Olathe, Johnson County, Kansas, 66062, United States",38.866850236537154,-94.77895188132243
5452,Standard Class,Home Office,United States,Sparks,Nevada,89431,West,Office Supplies,Supplies,86.2,5,0.0,24.998,"Bayern, 89431, Deutschland",48.536568,10.322146409284345
5453,Standard Class,Corporate,United States,Rockford,Illinois,61107,Central,Office Supplies,Paper,38.016,6,0.2,13.7808,"Київський район, Харків, Харківська міська громада, Харківський район, Харківська область, 61107, Україна",50.006033518181816,36.2458851
5454,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,8.384,1,0.2,0.7336,"Philadelphia, Philadelphia County, Pennsylvania, 19143, United States",39.94319624151329,-75.22317582269939
5455,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Art,6.848,2,0.2,0.7704,"Philadelphia, Philadelphia County, Pennsylvania, 19143, United States",39.94319624151329,-75.22317582269939
5456,Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Office Supplies,Fasteners,19.6,5,0.0,9.604,"Edmonds, Snohomish County, Washington, 98026, United States",47.81006361826394,-122.34235542373331
5457,Standard Class,Consumer,United States,Edmonds,Washington,98026,West,Furniture,Furnishings,68.46,2,0.0,20.538,"Edmonds, Snohomish County, Washington, 98026, United States",47.81006361826394,-122.34235542373331
5458,Second Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,13.344,6,0.2,4.3368,"San Francisco, CAL Fire Northern Region, California, 94122, United States",37.761044946386,-122.47205448146867
5459,Second Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Tables,1478.272,8,0.2,92.392,"San Francisco, CAL Fire Northern Region, California, 94122, United States",37.761044946386,-122.47205448146867
5460,Standard Class,Corporate,United States,Asheville,North Carolina,28806,South,Office Supplies,Storage,16.272,1,0.2,-3.8646,"Distrito IV, Alcalá de Henares, Área metropolitana de Madrid y Corredor del Henares, Comunidad de Madrid, 28806, España",40.49969566485623,-3.371292825878594
5461,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,9.24,3,0.0,4.4352,"Los Angeles, Los Angeles County, CAL Fire Southern Region, California, 90032, United States",34.070975295890406,-118.17731594246575
5462,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Binders,32.34,10,0.7,-23.716,"Bayern, 85254, Deutschland",48.2876545,11.263876010738855
5463,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Paper,56.064,4,0.2,19.6224,"Bayern, 85254, Deutschland",48.2876545,11.263876010738855
5464,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Envelopes,108.72,5,0.2,36.693,"Bayern, 85254, Deutschland",48.2876545,11.263876010738855
5465,First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Furniture,Bookcases,181.47,5,0.7,-320.597,"Bayern, 85254, Deutschland",48.2876545,11.263876010738855
5466,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,16.176,3,0.2,6.066,"Copperfield, Harris County, Texas, 77095, United States",29.898587775059102,-95.6512536679669
5467,Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,122.352,3,0.2,13.7646,"San Francisco, CAL Fire Northern Region, California, 94109, United States",37.79402334038461,-122.42041609647436
5468,First Class,Home Office,United States,San Diego,California,92105,West,Furniture,Chairs,585.552,3,0.2,73.194,"San Diego, San Diego County, California, 92105, United States",32.73996396215752,-117.09493733401432
5469,First Class,Home Office,United States,San Diego,California,92105,West,Office Supplies,Paper,19.44,3,0.0,9.3312,"San Diego, San Diego County, California, 92105, United States",32.73996396215752,-117.09493733401432
5470,Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Appliances,123.92,5,0.2,9.294,"Adria, Rovigo, Veneto, 45011, Italia",45.05515945357143,12.056662085714285
5471,Standard Class,Consumer,United States,Parker,Colorado,80134,West,Furniture,Furnishings,13.36,5,0.2,4.008,"Municipalità 2, Napoli, Campania, 80134, Italia",40.8435105257732,14.249085837113402
5472,Standard Class,Consumer,United States,Parker,Colorado,80134,West,Office Supplies,Storage,78.256,2,0.2,-17.6076,"Municipalità 2, Napoli, Campania, 80134, Italia",40.8435105257732,14.249085837113402
5473,Standard Class,Consumer,United States,Parker,Colorado,80134,West,Furniture,Bookcases,102.018,7,0.7,-183.6324,"Municipalità 2, Napoli, Campania, 80134, Italia",40.8435105257732,14.249085837113402
5474,Same Day,Corporate,United States,Fremont,Nebraska,68025,Central,Office Supplies,Storage,750.68,2,0.0,37.534,"Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68025, France",48.1153996,7.3558238
5475,First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Labels,44.4,3,0.0,22.2,"Maple Grove, Hennepin County, Minnesota, 55369, United States",45.114564466366176,-93.43677626251166
5476,First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Storage,84.55,5,0.0,22.8285,"Maple Grove, Hennepin County, Minnesota, 55369, United States",45.114564466366176,-93.43677626251166
5477,First Class,Home Office,United States,Maple Grove,Minnesota,55369,Central,Office Supplies,Paper,17.94,3,0.0,8.7906,"Maple Grove, Hennepin County, Minnesota, 55369, United States",45.114564466366176,-93.43677626251166
5478,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Binders,128.4,3,0.0,62.916,"Newark, New Castle County, Delaware, 19711, United States",39.699712700169634,-75.74145292586938
5479,Standard Class,Corporate,United States,Miami,Florida,33180,South,Office Supplies,Binders,1.869,1,0.7,-1.3083,"Lappi, Keskinen suuralue, Tampere, Tampereen seutukunta, Pirkanmaa, Länsi- ja Sisä-Suomen aluehallintovirasto, Manner-Suomi, 33180, Suomi / Finland",61.51053273185841,23.77786992920354
5480,Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Phones,103.192,1,0.2,11.6091,"San Diego, San Diego County, California, 92105, United States",32.73996396215752,-117.09493733401432
5481,Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Accessories,36.0,2,0.0,6.48,"San Diego, San Diego County, California, 92105, United States",32.73996396215752,-117.09493733401432
5482,Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Accessories,239.96,4,0.0,115.1808,"San Diego, San Diego County, California, 92105, United States",32.73996396215752,-117.09493733401432
5483,Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Storage,40.68,2,0.0,0.4068,"San Diego, San Diego County, California, 92105, United States",32.73996396215752,-117.09493733401432
5484,Standard Class,Consumer,United States,Miami,Florida,33142,South,Furniture,Chairs,419.136,4,0.2,-68.1096,"Büren, Kreis Paderborn, Nordrhein-Westfalen, 33142, Deutschland",51.56289617756091,8.571700177375694
5485,Standard Class,Consumer,United States,Miami,Florida,33178,South,Office Supplies,Envelopes,23.472,3,0.2,7.6284,"Doral, Miami-Dade County, Florida, 33178, United States",25.832307767716195,-80.36991120912651
5486,Standard Class,Home Office,United States,San Antonio,Texas,78207,Central,Office Supplies,Binders,3.592,4,0.8,-6.286,"Phường 2, Thành phố Vũng Tàu, Tỉnh Bà Rịa - Vũng Tàu, 78207, Việt Nam",10.3342246,107.0880557
5487,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,23.976,3,0.2,-5.6943,"Jacksonville, Duval County, Florida, 32216, United States",30.28447686680905,-81.58140446355667
5488,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Labels,6.264,3,0.2,2.0358,"Jacksonville, Duval County, Florida, 32216, United States",30.28447686680905,-81.58140446355667
5489,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Appliances,20.808,3,0.2,1.8207,"Jacksonville, Duval County, Florida, 32216, United States",30.28447686680905,-81.58140446355667
5490,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,218.352,3,0.2,-19.1058,"Jacksonville, Duval County, Florida, 32216, United States",30.28447686680905,-81.58140446355667
5491,First Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,18.16,2,0.2,1.816,"Harris County, Texas, 77070, United States",29.974805855121954,-95.57532953670732
5492,Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Supplies,7.36,2,0.0,0.1472,"San Francisco, CAL Fire Northern Region, California, 94122, United States",37.761044946386,-122.47205448146867
5493,Same Day,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Labels,41.4,4,0.0,19.872,"San Francisco, CAL Fire Northern Region, California, 94122, United States",37.761044946386,-122.47205448146867
5494,Same Day,Home Office,United States,San Francisco,California,94122,West,Furniture,Bookcases,411.332,4,0.15,-4.8392,"San Francisco, CAL Fire Northern Region, California, 94122, United States",37.761044946386,-122.47205448146867
5495,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,7.656,4,0.7,-6.1248,"Condat-sur-Ganaveix, Tulle, Corrèze, Nouvelle-Aquitaine, France métropolitaine, 19140, France",45.43781821733334,1.58203768
5496,Standard Class,Consumer,United States,Marion,Ohio,43302,East,Technology,Accessories,63.92,2,0.2,19.176,"Marion, Marion County, Ohio, 43302, United States",40.5819619793666,-83.1171545084453
5497,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,6.56,2,0.0,1.9024,"Manhattan, New York County, City of New York, New York, 10024, United States",40.786293471355805,-73.97560436394984
5498,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,7.83,3,0.0,3.6018,"Manhattan, New York County, City of New York, New York, 10024, United States",40.786293471355805,-73.97560436394984
5499,Second Class,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,41.9,2,0.0,8.799,"Manhattan, New York County, City of New York, New York, 10024, United States",40.786293471355805,-73.97560436394984
5500,Second Class,Consumer,United States,New York City,New York,10024,East,Furniture,Chairs,664.146,6,0.1,88.5528,"Manhattan, New York County, City of New York, New York, 10024, United States",40.786293471355805,-73.97560436394984
5501,Second Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,8.96,2,0.0,4.3904,"Manhattan, New York County, City of New York, New York, 10024, United States",40.786293471355805,-73.97560436394984
5502,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,3.312,1,0.2,0.6624,"Condat-sur-Ganaveix, Tulle, Corrèze, Nouvelle-Aquitaine, France métropolitaine, 19140, France",45.43781821733334,1.58203768
5503,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Appliances,20.136,3,0.2,1.2585,"Condat-sur-Ganaveix, Tulle, Corrèze, Nouvelle-Aquitaine, France métropolitaine, 19140, France",45.43781821733334,1.58203768
5504,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,8.856,3,0.2,2.8782,"Condat-sur-Ganaveix, Tulle, Corrèze, Nouvelle-Aquitaine, France métropolitaine, 19140, France",45.43781821733334,1.58203768
5505,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,859.2,4,0.4,-186.16,"Condat-sur-Ganaveix, Tulle, Corrèze, Nouvelle-Aquitaine, France métropolitaine, 19140, France",45.43781821733334,1.58203768
5506,Same Day,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,61.96,2,0.0,27.882,"Misilmeri, Palermo, Sicilia, 90036, Italia",38.03382274444444,13.455525122222221
5507,Standard Class,Consumer,United States,Smyrna,Georgia,30080,South,Office Supplies,Envelopes,17.92,4,0.0,8.6016,"光明里, 東區, 新竹市, 臺灣省, 30080, 臺灣",24.78954885,120.99898115
5508,Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,145.9,5,0.0,62.737,"San Francisco, CAL Fire Northern Region, California, 94122, United States",37.761044946386,-122.47205448146867
5509,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,56.704,2,0.2,19.1376,"Grand Boulevard, Chicago, Hyde Park Township, Cook County, Illinois, 60653, United States",41.81855446745887,-87.60976863546618
5510,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,11.12,2,0.2,3.475,"Grand Boulevard, Chicago, Hyde Park Township, Cook County, Illinois, 60653, United States",41.81855446745887,-87.60976863546618
5511,Standard Class,Consumer,United States,Medford,Oregon,97504,West,Office Supplies,Paper,32.896,4,0.2,11.1024,"Medford, Jackson County, Oregon, 97504, United States",42.335988585,-122.832279556875
5512,Standard Class,Consumer,United States,Medford,Oregon,97504,West,Office Supplies,Paper,22.776,3,0.2,7.6869,"Medford, Jackson County, Oregon, 97504, United States",42.335988585,-122.832279556875
5513,First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,239.97,3,0.0,2.3997,"雲林縣, 臺灣省, 臺灣",23.6990775,120.5245511
5514,First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,160.32,2,0.0,44.8896,"雲林縣, 臺灣省, 臺灣",23.6990775,120.5245511
5515,First Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,128.85,3,0.0,3.8655,"雲林縣, 臺灣省, 臺灣",23.6990775,120.5245511
5516,Second Class,Corporate,United States,Huntsville,Alabama,35810,South,Technology,Accessories,1319.96,4,0.0,527.984,"Huntsville, Madison County, Alabama, 35810, United States",34.77776880888889,-86.60809132142857
5517,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,239.96,10,0.3,-10.284,"La Spezia, Follo, La Spezia, Liguria, 19134, Italia",44.1238135,9.7832715
5518,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,54.768,2,0.2,6.846,"La Spezia, Follo, La Spezia, Liguria, 19134, Italia",44.1238135,9.7832715
5519,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,13.392,3,0.2,3.1806,"La Spezia, Follo, La Spezia, Liguria, 19134, Italia",44.1238135,9.7832715
5520,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,23.92,5,0.2,8.671,"La Spezia, Follo, La Spezia, Liguria, 19134, Italia",44.1238135,9.7832715
5521,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,255.968,4,0.2,-28.7964,"La Spezia, Follo, La Spezia, Liguria, 19134, Italia",44.1238135,9.7832715
5522,First Class,Consumer,United States,Santa Clara,California,95051,West,Office Supplies,Binders,21.552,6,0.2,7.0044,"Железнодорожный район, Автономна Республіка Крим, 95051, Україна",44.94790746666667,34.08347073333333
5523,First Class,Consumer,United States,Santa Clara,California,95051,West,Office Supplies,Appliances,58.24,4,0.0,15.7248,"Железнодорожный район, Автономна Республіка Крим, 95051, Україна",44.94790746666667,34.08347073333333
5524,First Class,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Paper,80.28,12,0.0,36.9288,"Long Beach, Los Angeles County, CAL Fire Southern Region, California, 90805, United States",33.857605623365785,-118.17981716954102
5525,Standard Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Art,9.78,2,0.0,4.0098,"Sandakan District, Sabah, 90008, Malaysia",5.8391525,118.1182786
5526,Standard Class,Home Office,United States,Santa Barbara,California,93101,West,Office Supplies,Fasteners,1.81,1,0.0,0.6516,"Santa Barbara, Santa Barbara County, CAL Fire Southern Region, California, 93101, United States",34.42030969483166,-119.70935180339634
5527,First Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,37.94,2,0.0,18.2112,"雲林縣, 臺灣省, 臺灣",23.6990775,120.5245511
5528,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,79.96,5,0.2,27.986,"Jacksonville, Duval County, Florida, 32216, United States",30.28447686680905,-81.58140446355667
5529,Standard Class,Corporate,United States,Cedar Hill,Texas,75104,Central,Office Supplies,Paper,115.296,3,0.2,40.3536,"Krei küla, Kose vald, Harju maakond, 75104, Eesti",59.190704494166674,25.125914641666665
5530,Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,2479.96,4,0.0,743.988,"Benson, Omaha, Douglas County, Nebraska, 68104, United States",41.29224892616279,-95.99616395697674
5531,First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,179.94,6,0.0,75.5748,"Little Rock, Pulaski County, Arkansas, 72209, United States",34.67964116377025,-92.34425124226804
5532,First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,26.85,3,0.0,5.1015,"Little Rock, Pulaski County, Arkansas, 72209, United States",34.67964116377025,-92.34425124226804
5533,First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Technology,Accessories,323.37,3,0.0,129.348,"Little Rock, Pulaski County, Arkansas, 72209, United States",34.67964116377025,-92.34425124226804
5534,First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,59.94,3,0.0,28.1718,"Little Rock, Pulaski County, Arkansas, 72209, United States",34.67964116377025,-92.34425124226804
5535,First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,64.14,3,0.0,30.7872,"Little Rock, Pulaski County, Arkansas, 72209, United States",34.67964116377025,-92.34425124226804
5536,First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,11.67,3,0.0,5.6016,"Little Rock, Pulaski County, Arkansas, 72209, United States",34.67964116377025,-92.34425124226804
5537,First Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,12.96,2,0.0,6.2208,"Little Rock, Pulaski County, Arkansas, 72209, United States",34.67964116377025,-92.34425124226804
5538,Standard Class,Consumer,United States,Norfolk,Nebraska,68701,Central,Office Supplies,Binders,17.43,3,0.0,8.0178,"Madison County, Nebraska, 68701, United States",42.023434854249295,-97.38643953597735
5539,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Chairs,181.986,2,0.3,-54.5958,"Grand Boulevard, Chicago, Hyde Park Township, Cook County, Illinois, 60653, United States",41.81855446745887,-87.60976863546618
5540,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,1.592,2,0.8,-2.6268,"Grand Boulevard, Chicago, Hyde Park Township, Cook County, Illinois, 60653, United States",41.81855446745887,-87.60976863546618
5541,Standard Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Supplies,22.344,3,0.2,2.5137,"Grand Boulevard, Chicago, Hyde Park Township, Cook County, Illinois, 60653, United States",41.81855446745887,-87.60976863546618
5542,Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Tables,455.97,6,0.5,-218.8656,"Miracle Manor, Tucson, Pima County, Arizona, 85705, United States",32.25365236808874,-110.97928481911264
5543,Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,10.44,6,0.7,-7.656,"Miracle Manor, Tucson, Pima County, Arizona, 85705, United States",32.25365236808874,-110.97928481911264
5544,Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,5.214,2,0.7,-4.1712,"Miracle Manor, Tucson, Pima County, Arizona, 85705, United States",32.25365236808874,-110.97928481911264
5545,Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Storage,67.4,5,0.0,17.524,"Illizi ⵉⵍⵍⵉⵣⵉ إليزي, دائرة إليزي, Illizi ⵉⵍⵍⵉⵣⵉ إليزي, 33000, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر",26.504191,8.479926
5546,First Class,Consumer,United States,Draper,Utah,84020,West,Furniture,Furnishings,25.16,2,0.0,10.5672,"Castelcivita, Salerno, Campania, 84020, Italia",40.51212295,15.257147913636363
5547,First Class,Consumer,United States,Draper,Utah,84020,West,Technology,Phones,126.56,4,0.2,47.46,"Castelcivita, Salerno, Campania, 84020, Italia",40.51212295,15.257147913636363
5548,First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Appliances,43.68,3,0.0,11.7936,"San Francisco, CAL Fire Northern Region, California, 94109, United States",37.79402334038461,-122.42041609647436
5549,First Class,Consumer,United States,San Francisco,California,94109,West,Technology,Accessories,139.93,7,0.0,34.9825,"San Francisco, CAL Fire Northern Region, California, 94109, United States",37.79402334038461,-122.42041609647436
5550,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Art,2.672,1,0.2,0.334,"Houston, Harris County, Texas, 77036, United States",29.704001815617126,-95.53321337103274
5551,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Supplies,16.656,6,0.2,-3.123,"Houston, Harris County, Texas, 77036, United States",29.704001815617126,-95.53321337103274
5552,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Accessories,79.512,3,0.2,20.8719,"Houston, Harris County, Texas, 77036, United States",29.704001815617126,-95.53321337103274
5553,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Office Supplies,Paper,36.288,7,0.2,12.7008,"Houston, Harris County, Texas, 77036, United States",29.704001815617126,-95.53321337103274
5554,Standard Class,Corporate,United States,Houston,Texas,77036,Central,Furniture,Bookcases,67.9932,1,0.32,-12.9987,"Houston, Harris County, Texas, 77036, United States",29.704001815617126,-95.53321337103274
5555,Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Furniture,Furnishings,10.16,2,0.0,3.4544,"Montgomery, Montgomery County, Alabama, 36116, United States",32.32220322702703,-86.21916723555094
5556,Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Furniture,Furnishings,6.16,2,0.0,1.9712,"Hermandad de Campoo de Suso, Campoo-Los Valles, Cantabria, 39212, España",43.017535075,-4.165931925
5557,Standard Class,Corporate,United States,Jackson,Mississippi,39212,South,Office Supplies,Art,56.3,2,0.0,15.764,"Hermandad de Campoo de Suso, Campoo-Los Valles, Cantabria, 39212, España",43.017535075,-4.165931925
5558,Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Paper,6.48,1,0.0,3.1104,"North Las Vegas, Clark County, Nevada, 89031, United States",36.26190464,-115.15443592000001
5559,Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Storage,1325.85,5,0.0,238.653,"North Las Vegas, Clark County, Nevada, 89031, United States",36.26190464,-115.15443592000001
5560,Standard Class,Consumer,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Labels,14.94,3,0.0,6.8724,"North Las Vegas, Clark County, Nevada, 89031, United States",36.26190464,-115.15443592000001
5561,Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,34.54,1,0.0,17.27,"Atlanta, Fulton County, Georgia, 30318, United States",33.78844756307163,-84.44559190021704
5562,Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Technology,Copiers,2999.95,5,0.0,1439.976,"Atlanta, Fulton County, Georgia, 30318, United States",33.78844756307163,-84.44559190021704
5563,Second Class,Corporate,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,64.12,4,0.0,30.7776,"Atlanta, Fulton County, Georgia, 30318, United States",33.78844756307163,-84.44559190021704
5564,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,19.456,4,0.2,2.1888,"Near North Side, Chicago, Cook County, Illinois, 60610, United States",41.9040108375,-87.63598730245535
5565,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Machines,209.986,2,0.3,8.9994,"Near North Side, Chicago, Cook County, Illinois, 60610, United States",41.9040108375,-87.63598730245535
5566,Same Day,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,29.76,5,0.2,1.86,"Near North Side, Chicago, Cook County, Illinois, 60610, United States",41.9040108375,-87.63598730245535
